"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g1370",10.0912002734145,4.91156400399838,1.42582552186416,3.44471601095826,0.000571659659708753,0.0036564125094415
"g1664",429.601094953187,-1.35398775757043,0.392874713936174,-3.44636014877353,0.000568192572073663,0.0036564125094415
"g388",756.292030633153,-1.53859673423455,0.449392954824795,-3.42372241868902,0.000617696805300601,0.00393187774143267
"g702",29.5578897324208,-3.91612227470722,1.14458403769329,-3.42143708608717,0.000622911349848853,0.00394609869473628
"g1444",730.504539746179,-1.94324702542832,0.57307145150786,-3.39093322536879,0.000696550698940335,0.0043915863114143
"g1310",103.939701332246,-1.64391208489715,0.487365174005333,-3.3730602278922,0.00074337690355731,0.00466460199198995
"g1011",89.7141105511059,-2.1635317274506,0.641958803690377,-3.37020337600058,0.000751127247557809,0.00469100224418179
"g332",18.2763211423371,-3.80648636713456,1.13028881527499,-3.36771125724046,0.000757949319028089,0.00471138449949855
"g1753",184.167947501736,-2.07617237481229,0.616922566021387,-3.36536947935264,0.000764412229048015,0.00472935416476436
"g1677",103.564669715,-2.20903380100505,0.656980840526187,-3.36240216569451,0.000772675007032363,0.00475824050842255
"g762",38.7301941745982,1.75080055998169,0.522265998705885,3.35231580137318,0.00080138548780831,0.00491219623082501
"g418",42.195256461133,-1.50704736754337,0.449885437194599,-3.34984696757697,0.000808562184407396,0.00493334715278982
"g731",13.4905892176476,-2.85391559258113,0.85322618115777,-3.34485234467203,0.000823263861687525,0.00500000620584533
"g813",81.1027927689582,3.32613031443812,1.0011599173802,3.3222767478964,0.000892860892314801,0.00539793525764747
"g1186",7.82231396470883,-4.49780947554077,1.3555443930599,-3.31808349366395,0.000906373867541303,0.00545472273011221
"g146",2103.2051270424,1.27461439423563,0.384667405285255,3.31354925507771,0.000921198802329631,0.00551885617323272
"g72",95.9920368222528,1.14984523115684,0.347155610363957,3.31218968332771,0.000925687588816607,0.00552076742159094
"g96",3109.60421372211,-1.00818547736308,0.304926986367803,-3.3063176512262,0.000945308562187607,0.00561250464724839
"g629",1312.6092509178,-1.02380374896218,0.309992377651413,-3.30267394546537,0.000957676709506986,0.00566055340797879
"g1759",289.791800467676,-2.17000037498105,0.659307177074407,-3.29133437407758,0.000997133142222022,0.00586757457911981
"g1452",1140.04874402663,1.09843420481826,0.334653339408511,3.28230462830495,0.00102962307327127,0.00603195110181929
"g372",11656.8405699142,2.19583871158497,0.672274939160076,3.2662807784095,0.00108970143866493,0.00634005516807614
"g1415",201.855421704861,-1.43295059021515,0.438783077923391,-3.26573804303668,0.00109179197758411,0.00634005516807614
"g1406",1644.84291366825,1.16037000582922,0.35565783333662,3.26260213346958,0.00110394385849018,0.00638262737397815
"g782",889.707364625147,1.10713637884772,0.33984371555217,3.25778093924401,0.00112287049912488,0.00643584649714869
"g1198",691.805102316228,1.10245785450837,0.338397894611039,3.25787444917633,0.00112250057018015,0.00643584649714869
"g409",655.484911858557,0.949216141331724,0.292375769820408,3.24656226442697,0.00116807894235803,0.0066661056882846
"g1650",1640.55827563245,-2.26450855584983,0.698711364525617,-3.24097856542994,0.00119120140382981,0.00676888694708443
"g868",75.5281454016478,1.61277739243826,0.498183635637864,3.23731507232929,0.00120660113832449,0.00682709362026337
"g98",1939.88371272586,-2.71448779806195,0.841828457354185,-3.22451418023265,0.00126186607063393,0.0071094071383801
"g1329",262.376794897359,1.32186120692031,0.410736305361243,3.21827213632293,0.00128965394879864,0.00722526632509101
"g1522",26.5393070669476,1.95739460323977,0.608367836311901,3.21745247925342,0.00129334450079046,0.00722526632509101
"g136",319.815757405176,-1.32540234197899,0.41377891522922,-3.20316549054888,0.00135925847196497,0.00755114202225571
"g157",569.212413155499,-1.52411760010719,0.475936325906643,-3.20235610762385,0.00136308379404767,0.00755114202225571
"g835",471.680444825841,-1.07639839902267,0.336345643761795,-3.20027453599189,0.00137296741464551,0.00757420357079438
"g949",1161.1999727524,1.98104395682025,0.620286687301161,3.19375539952289,0.00140435052389945,0.00768330617207796
